,sku,name,desc,promo_price,in_stock,type,max_price,price
4733,TWS0114,Twelve South PlugBug World Travel Charger 10W USB Red,10W charger adapter with USB connection + 5 international outlets for Mac iPad and iPhone,399.905,1,13005399,52.99,52.99
4734,GRT0452,Griffin Survivor iPhone Case 7 Summit Plus Black / Blue / Black,hard case with screen protector and clip support for iPhone 7 Plus,419.894,0,11865403,41.99,41.99
4735,GRT0453,Griffin Survivor iPhone Case 7 Summit Plus Black / Clear / Black,hard case with screen protector and clip support for iPhone 7 Plus,419.894,0,11865403,26.99,26.99
4736,NEA0019,Netatmo Healthy Home Coach environmental Meter,Intelligent noise humidity control temperature and air quality in your home with app,94.985,1,11905404,96.99,96.99
4737,PIE0088,Extension Cable for Apple 45W MagSafe 65W 85W,MagSafe and extension cable for Magsafe2 180m,18.991,1,1325,19.99,19.99
4738,JBL0118,JBL E55 BT Bluetooth Headset Black,egonómico wireless headset with design and built-in microphone and iPhone iPad iPod,109.989,1,5384,124.99,124.99
4739,TUC0259-A,Open - Tucano Sottile iPhone Case SE / 5s / 5 Transparent,Ultrathin and transparent housing for iPhone SE / 5s / 5,53.876,0,1298,5.39,5.39
4740,JBL0120,JBL E45 BT Bluetooth Headset Black,egonómico wireless headset design to 16 hours of battery life and built-in microphone iPhone iPod and iPad,899.901,1,5384,89.99,89.99
4741,BLL0004-A,Open - BlueLounge MiniDock iPhone and iPod charger gray,Charger iPhone and iPod Portable and lightweight.,127.241,0,1298,12.72,12.72
4742,LEX0012,Lexar High-Performance 300x 16GB Micro SDHC Class 10 with SD adapter,MicroSDHC Memory Card 16GB 300x UHS Class 1 with speeds of 45MB / 10MB,67.808,0,57445397,6.78,6.78
4743,PLA0009,Plantronics BackBeat GO Bluetooth Headset Black,Bluetooth wireless headsets for iPhone iPad and Mac,599.906,0,5384,59.99,59.99
4744,OWC0163-A,"Open - expansion Kit OWC SSD 240GB 6G Aura for MacBook Air 11 ""and 13"" 2012",240GB SSD expansion kit for Mid 2012 MacBook Air tools,1.680.378,0,1298,182.18,182.18
4745,IOT0025,iOttie iTap Magnetic Car CD Slot Support iPhone Black,Magnetic car holder to enter the CD slot Compatible with iPhone,219.893,1,5720,22.99,22.99
4746,QNA0143-A,Open - QNAP HS-251 + NAS Server Mac and PC,2-bay NAS server with HDMI for home.,3.261.651,0,1298,350.79,350.79
4747,TUC0186-A,Open - Angolo Tucano Folio iPad Air 2 Black,Zippered sleeve type book for iPad Air 2.,231.046,0,1298,23.1,23.1
4748,PHI0048-A,Open - Philips Living Colors Bloom Iris Hue independent,Iris Bloom Colors LED bulb expansion Hue,610.476,0,1298,61.05,61.05
4749,QNA0198-A,Open - QNAP TS-231P NAS,2-bay NAS server with 2 LAN ports and a powerful processor for home and small business Mac and PC,1.869.813,0,1298,186.98,186.98
4750,APP1220,"Apple iPad Silicone Case Pro 129 ""White",Silicone light cover and soft touch for iPad Pro 129 inches,789.997,0,12635403,89,89
4751,WDT0336-A,"Open - Western Digital 4TB Network Pro 35 ""Sata 3 7200rpm",Refurbished Hard disk WD Red Pro designed for NAS 4TB,1.725.251,0,12655397,234.33,234.33
4752,KUA0018-A,Open - Kukaclip Support Case Car + iPhone 6 / 6S Plus White,Magnetic car holder with 360 degrees rotating Cover for iPhone 6 and 6s Plus,52.604,0,1298,5.05,5.05
4753,JAW0042-A,Open - Jawbone UP2 Black Rope Activity Monitor,Bluetooth activity monitor that records movements and sleep with personal trainer app for iPhone iPad and iPod,241.976,0,1298,25.22,25.22
4754,MYK0016-A,Open - MyKronoz ZeCircle Black Clock,Smartwatch that monitors sleep for iPhone iPad and iPod Touch.,438.777,0,1298,43.88,43.88
4755,SEA0096,"Seagate 2TB Hard Drive Mobile HDD 25 ""7mm",Internal HDD 2TB with compact design 7mm and security encryption for Mac and PC,1.165.835,0,12655397,109.99,109.99
4756,SAN0064-A,Open - SanDisk Ultra II SSD 480GB Drive,SATA III SSD hard disk (6Gb / s) of 480GB for Mac and PC,1.498.633,0,1298,143.27,143.27
4757,SYN0136-A,Open - Synology DS916 + | 8GB RAM Mac and PC Server Nas,4-bay NAS server and 8GB of RAM for Mac iPad and iPhone,6.037.174,0,1298,603.78,603.78
4758,PHI0079,Philips Hue White and Color Light Bulb 10W A60 E27 Single,Independent bulb color and white for Philips Hue System,549.897,1,11905404,58.99,58.99
4759,APP1835-A,"Open - Apple MacBook Pro 13 ""with Touch Bar 33GHz Core i7 | RAM 16GB | 256GB PCIe SSD Gray Space",New MacBook Pro 13 inch Touch Bar 33 GHz Core i7 with 16GB of RAM and 256GB SSD PCIe (MLH12Y / A),23.738.484,0,1298,2367.26,2367.26
4760,TUC0245-A,"Open - Tucano Nido Hard-Shell Case MacBook Air 13 ""Blue",rigid and slicked rubber feet MacBook Air 13 inch casing.,20.086,0,1298,20.29,20.29
4761,STM0087-A,"Open - STM Dux iPad Case rigid Pro 97 ""Black",Resistant sheath with support for the new cases Pro 97 inches,257.029,0,1298,25.7,25.7
4762,NOM0023,Nomad Horween Leather Strap Leather strap brown 42mm Apple Watch / Silver,Brown leather belt with silver buckle for 42mm Apple Watch,529.895,0,2449,59.99,59.99
4763,NOM0024,Nomad Horween Leather Strap Leather strap brown 42mm Apple Watch / Black,Brown leather strap with buckle black for Apple Watch 42mm,529.895,0,2449,59.99,59.99
4764,NOM0021,Nomad 8/7 Leather Case iPhone Case Brown,Leather case high quality microfiber interior iPhone,399.905,1,11865403,39.99,39.99
4765,NOM0022,Nomad iPhone Leather Case Cover 7 Brown Plus,Leather case high quality microfiber interior iPhone 7 Plus,399.905,1,11865403,39.99,39.99
4766,SPE0189,"Speck Case SmartShell MacBook Pro 13 ""(Late 2016) Transparent",opaque housing for MacBook Pro 13-inch with / without Touch Bar,369.897,0,13835403,49.99,49.99
4767,SPE0190,"Speck Case SmartShell MacBook Pro 13 ""(Late 2016) Black",MacBook 13-inch housing with / without Touch Bar Black,369.897,1,13835403,49.99,49.99
4768,SPE0191,"Speck Case SmartShell MacBook Pro 15 ""Touch Bar Transparent",MacBook 15-inch housing Transparent Touch Bar,399.905,1,13835403,49.99,49.99
4769,SPE0192,"Speck Case SmartShell MacBook Pro 15 ""Touch Black Bar",MacBook 15-inch housing in black Touch Bar,369.897,1,13835403,49.99,49.99
4770,NOM0026,Nomad Apple Watch Silicone Strap Strap Black 42mm,Silicone strap black matte color for Apple Watch 42mm,359.902,1,2449,39.99,39.99
4771,DLK0138,D-Link DAP-1365 N300 Amplifier Repeater WiFi,Wi-Fi amplifier with Ethernet port supports wifi n,289.892,0,1334,34.99,34.99
4772,NOM0025,Nomad Apple Watch Strap Silicone Strap 42mm Silver,Silver silicone strap for Apple Watch 42mm,359.902,1,2449,39.99,39.99
4773,OWC0217,"OWC Kit HDD / SSD installation iMac 21 ""and 27"" (2009 - 2010)",Setup Toolkit for HDD or SSD in the iMac 27-inch and 21.5-inch (Late 2009 to Mid 2010),519.901,1,14305406,52.99,52.99
4774,WAC0229,Education - Wacom Intuos Creative 3D Pen & Touch Medium Black,multi-touch graphics tablet with pen precision and free software for Mac and PC,1.609.905,0,1405,169.99,169.99
4775,WAC0230,Wacom Intuos Pen & Touch 3D Creative Medium Black,graphics tablet with ExpressKeys keys multi pencil precision and free 3D software for Mac and PC,1.769.903,0,1405,189.99,189.99
4776,DLK0110-A,Open - D-Link DWA-171 USB Adapter AC600 Wi-Fi Dual-band,Nano USB Adapter Dual-Band Wireless AC for Mac and PC.,185.001,0,1298,17.58,17.58
4777,SPE0182-A,Open - Speck iPhone Case Presidio 7 Black / Black,cover slip with slim design and touch buttons for iPhone 7,138.653,0,11865403,15.76,15.76
4778,SAT0026-A,Open - Satechi Bluetooth Multimedia button,button with compact design and mounting to control your multimedia for iPhone iPad and iPod,168.116,0,1298,17.28,17.28
4779,KAN0049-A,Open - Kanex Hub Thunderbolt 3 / USB-C to USB 3.0 and Gigabit Ethernet White,Hub Thunderbolt 3 / USB-C with 3 USB 3.0 ports and a Gigabit Ethernet port for Mac and PC,439.589,0,1298,43.96,43.96
4780,GRT0451-A,Open - Griffin Travel Battery Backup Power Bank for Apple Watch Aluminum,1050 mAh external battery with MFi certified compact design and Apple Watch,525.267,0,1298,52.53,52.53
4781,DLK0089-A,Open - D-Link DNS-320-L NAS server Mac and PC,2-bay NAS server for Mac and PC,775.865,0,1298,77.59,77.59
4782,OWC0165-A,"Open - expansion Kit OWC SSD 240GB 6G Aura iMac 21.5 ""/ 27"" 2012",SSD upgrade kit 240GB iMac 21.5-inch and 27-inch Late 2012,1.795.846,0,1298,167.71,167.71
4783,HOW0007,Smart Thermostat Honeywell T6 Lyric Wall,Intelligent wall mounting programmable thermostat (wired) Wi-Fi geolocation iPhone and iPad and Apple Watch,1.969.892,1,11905404,199.99,199.99
4784,HOW0008,Honeywell Thermostat Wireless Desktop Lyric T6R,Wireless and programmable smart thermostat with table stand geolocation application for iPhone and iPad Apple Watch,1.999.888,1,11905404,249.99,249.99
4785,GLY0007,Glyph Atom 275GB SSD Hard Drive USB-C Gray,275GB SSD with USB-C connection (compatible Thunderbolt 3) for Mac and PC,1.899.942,0,11935397,206.79,206.79
4786,GLY0008,Glyph Atom 525GB SSD Hard Drive USB-C Gray,External Hard Drive 525GB SSD with USB-C connection for Mac and PC,2.399.914,0,11935397,297.79,297.79
4787,PHI0080,Philips HUE White Ambience Pack 2 GU10 bulbs,Pack of two bulbs with different shades of white for iPhone iPad and iPod,589.899,1,11905404,58.99,58.99
4788,GLY0009,Glyph Atom SSD Hard Drive 1TB USB-C Gray,External Hard Drive 1TB SSD with USB-C connection for Mac and PC,3.999.945,1,11935397,509.99,509.99
4789,TUC0268-A,"Open - Tucano iPad Case Filo Pro 9.7 ""Black",Reconditioned hard case with satin finish for iPad Pro 97,25.99,1,12635403,19,19
4790,SEA0085-A,"Open - Seagate Expansion 1TB 2.5 ""USB 3.0 Black",25-inch external hard drive USB 3.0 1TB for Mac and PC,607.945,0,1298,52.99,52.99
4791,LAC0147-A,Open - LaCie Rugged Mini 500GB 7200rpm USB 3.0,Hard disk portable wireless ultra-resistant USB 3.0 Mac and PC.,746.289,0,1298,71.43,71.43
4792,WDT0307-A,Open - WD 4TB My Book for Mac USB 3.0,4TB External Hard Drive USB 3.0 for Mac,1.512.723,0,1298,143.47,143.47
4793,PHI0081,Philips HUE Single Bulb GU10 White Ambience,Bulb with different shades of white for iPhone iPad and iPod,31.99,1,11905404,31.99,31.99
4794,WAC0126-A,Open - Wacom Intuos Pro S Graphics Tablet - Education,Exclusive discount for students and teachers.,1.658.719,0,1298,165.87,165.87
4795,PHI0058-A,Open - Philips Hue Starter Kit Pack 3 White light bulbs and color + Bridge,Kit 3 white light bulbs and color light controller Bridge +,1.476.292,0,1298,147.63,147.63
4796,REP0264,volume button repair on vibration control and flexo iPhone 4s,Repair service including parts and labor for iPhone 4s,599.906,0,"1,44E+11",59.99,59.99
4797,REP0298,volume button repair on vibration control and flexo iPhone 6,Repair service including parts and labor for iPhone 6,69.99,0,"1,44E+11",69.99,69.99003
4798,REP0302,volume button repair on vibration control and flexo iPhone 6 Plus,Repair service including parts and labor for iPhone 6 Plus,69.99,0,"1,44E+11",69.99,69.99003
4799,REP0315,volume button repair on vibration control and flexo iPhone 6s,Repair service including parts and labor for iPhone 6s,799.895,0,"1,44E+11",79.99,79.99
4800,REP0325,volume button repair on vibration control and flexo iPhone 6s Plus,Repair service including parts and labor for iPhone 6s Plus,799.895,0,"1,44E+11",79.99,79.99
4801,REP0332,volume button repair on vibration control and flexo iPad (1st generation),Repair service including parts and labor for iPad,69.99,0,"1,44E+11",69.99,69.99003
4802,REP0381,volume button repair on vibration control and flexo iPad Mini 3,Repair service including parts and labor for iPad Mini 3,69.99,0,"1,44E+11",69.99,69.99003
4803,REP0305,Front Camera Repair iPhone 6 Plus,Repair service including parts and labor for iPhone 6 Plus,69.99,0,"1,44E+11",69.99,69.99003
4804,REP0317,iPhone 6s front camera repair,Repair service including parts and labor for iPhone 6s,69.99,0,"1,44E+11",69.99,69.99003
4805,REP0345,iPad 4 front camera repair,Repair service including parts and labor for iPad 4,69.99,0,"1,44E+11",69.99,69.99003
4806,QNA0213,QNAP TS-1231XU-RP NAS Server | 4GB RAM | 12-bay | SATA 6Gb / s,12-bay NAS server for business environment with 2 LAN ports 10 Gigabit SFP + for Mac and PC,15.709.902,0,12175397,1570.99,1570.99
4807,REP0272,Repair Microphone iPhone 5,Repair service including parts and labor for iPhone 5,499.899,0,"1,44E+11",49.99,49.99
4808,REP0309,Microphone Repair iPhone 6 Plus,Repair service including parts and labor for iPhone 6 Plus,599.906,0,"1,44E+11",59.99,59.99
4809,REP0292,repair microphone iPhone 5c,Repair service including parts and labor for iPhone 5c,499.899,0,"1,44E+11",49.99,49.99
4810,REP0321,iPhone repair microphone 6s,Repair service including parts and labor for iPhone 6s,69.99,0,"1,44E+11",69.99,69.99003
4811,REP0267,iPhone 4s GSM antenna repair,Repair service including parts and labor for iPhone 4s,399.905,0,"1,44E+11",39.99,39.99
4812,REP0281,GSM antenna repair iPhone 5s,Repair service including parts and labor for iPhone 5s,499.899,0,"1,44E+11",49.99,49.99
4813,REP0293,GSM antenna repair iPhone 5c,Repair service including parts and labor for iPhone 5c,499.899,0,"1,44E+11",49.99,49.99
4814,REP0310,GSM Antenna Repair iPhone 6 Plus,Repair service including parts and labor for iPhone 6 Plus,599.906,0,"1,44E+11",59.99,59.99
4815,REP0265,Load Connector Repair iPhone 4s,Repair service including parts and labor for iPhone 4s,399.905,0,"1,44E+11",39.99,39.99
4816,QNA0214,QNAP TS-831XU-RP NAS Server | 4GB RAM | 8-bay | SATA 6Gb / s,8-bay NAS server for business environment with 2 LAN ports 10 Gigabit SFP + and redundant source for Mac and PC,12.689.899,0,12175397,1268.99,1268.99
4817,REP0270,Load Connector Repair iPhone 5,Repair service including parts and labor for iPhone 5,499.899,0,"1,44E+11",69.9,69.9
4818,REP0278,Load Connector Repair iPhone 5s,Repair service including parts and labor for iPhone 5s,499.899,0,"1,44E+11",49.99,49.99
4819,REP0290,Connector load repair iPhone 5c,Repair service including parts and labor for iPhone 5c,499.899,0,"1,44E+11",49.99,49.99
4820,REP0307,Load Connector Repair iPhone 6 Plus,Repair service including parts and labor for iPhone 6 Plus,599.906,0,"1,44E+11",59.99,59.99
4821,REP0319,Connector Repair iPhone 6s load,Repair service including parts and labor for iPhone 6s,69.99,0,"1,44E+11",69.99,69.99003
4822,REP0327,Connector Repair iPhone 6s Plus loading,Repair service including parts and labor for iPhone 6s Plus,69.99,0,"1,44E+11",69.99,69.99003
4823,REP0346,Load Connector Repair iPad 4,Repair service including parts and labor for iPad 4,69.99,0,"1,44E+11",69.99,69.99003
4824,REP0354,iPad charging connector repair Air,Repair service including parts and labor for iPad Air,699.899,0,"1,44E+11",79.99,79.99
4825,REP0365,iPad mini charging connector repair,Repair service including parts and labor for iPad mini,69.99,0,"1,44E+11",69.99,69.99003
4826,REP0277,Headset calls iPhone 5s repair,Repair service including parts and labor for iPhone 5s,499.899,0,"1,44E+11",49.99,49.99
4827,REP0306,Headset calls iPhone 6 Plus Repair,Repair service including parts and labor for iPhone 6 Plus,599.906,0,"1,44E+11",59.99,59.99
4828,REP0318,Headset calls iPhone 6s repair,Repair service including parts and labor for iPhone 6s,69.99,0,"1,44E+11",69.99,69.99003
4829,REP0326,Headset calls iPhone 6s Plus repair,Repair service including parts and labor for iPhone 6s Plus,69.99,0,"1,44E+11",69.99,69.99003
4830,QNA0215,QNAP TS-431XU-RP NAS Server | 2GB RAM | 4-bay | SATA 6Gb / s,4-bay NAS server for business environment with 2 LAN ports 10 Gigabit SFP + and redundant source for Mac and PC,9.659.902,0,12175397,965.99,965.99
4831,REP0340,LCD screen repair iPad 4,Repair service including parts and labor for iPad 4,1.299.903,0,"1,44E+11",129.99,129.99
4832,REP0360,LCD screen repair iPad Air 2,Repair service including parts and labor for iPad Air 2,2.999.832,0,"1,44E+11",249.99,249.99
4833,REP0379,LCD Screen Repair iPad Mini 3,Repair service including parts and labor for iPad Mini 3,1.699.905,0,"1,44E+11",169.99,169.99
4834,REP0275,Rear Camera Repair iPhone 5s,Repair service including parts and labor for iPhone 5s,599.906,0,"1,44E+11",59.99,59.99
4835,REP0287,iPhone repair posterior chamber 5c,Repair service including parts and labor for iPhone 5c,599.906,0,"1,44E+11",59.99,59.99
4836,REP0304,Rear Camera Repair iPhone 6 Plus,Repair service including parts and labor for iPhone 6 Plus,69.99,0,"1,44E+11",69.99,69.99003
4837,REP0297,Full screen iPhone repair,Repair service including parts and labor for iPhone,59.99,0,"1,44E+11",89.99,89.99
4838,REP0300,Full screen repair iPhone 6 Plus,Repair service including parts and labor for iPhone 6 Plus,999.899,0,"1,44E+11",179.99,179.99
4839,REP0313,Full screen repair iPhone 6s,Repair service including parts and labor for iPhone 6s,999.899,0,"1,44E+11",139.99,139.99
4840,REP0323,Full screen repair iPhone 6s Plus,Repair service including parts and labor for iPhone 6s Plus,109.99,0,"1,44E+11",239.99,239.99
4841,REP0207,Full Screen Repair iPhone 5c,Repair service including parts and labor for iPhone 5c,59.99,0,"1,44E+11",69.99,69.99
4842,REP0333,Full Screen Repair iPad 2,Repair service including parts and labor for iPad 2,159.99,0,"1,44E+11",179.99,179.99
4843,REP0350,Full Screen Repair iPad Air,Repair service including parts and labor for iPad Air,199.99,0,"1,44E+11",199.99,199.99001
4844,REP0358,Full Screen Repair iPad Air 2,Repair service including parts and labor for iPad Air 2,2.999.893,0,"1,44E+11",299.99,299.99
4845,REP0284,iPhone 5c battery repair,Repair service including parts and labor for iPhone 5c,399.893,0,"1,44E+11",49.99,49.99
4846,REP0194,Full screen repair iPad 3,Repair service including parts and labor for iPad 3,159.99,0,"1,44E+11",159.99,159.99
4847,QNA0212,QNAP NAS server TS-431X | 2GB RAM - SATA 6Gb / s / eSATA,4-bay NAS server for business environment with 1 LAN port 10 Gigabit SFP + for Mac and PC,3.789.889,0,12175397,433.99,433.99
4848,REP0314,iPhone 6S battery repair,Repair service including parts and labor for iPhone 6s,44.99,0,"1,44E+11",69.99,69.99
4849,REP0301,battery repair iPhone 6 Plus,Repair service including parts and labor for iPhone 6 Plus,399.893,0,"1,44E+11",59.99,59.99
4850,REP0324,battery repair iPhone 6s Plus,Repair service including parts and labor for iPhone 6s Plus,499.899,0,"1,44E+11",69.99,69.99
4851,REP0341,battery repair iPad 4,Repair service including parts and labor for iPad 4,69.99,0,"1,44E+11",69.99,69.99003
4852,REP0362,iPad mini battery repair,Repair service including parts and labor for iPad mini,69.99,0,"1,44E+11",69.99,69.99003
4853,REP0369,Battery Repair iPad Mini 2,Repair service including parts and labor for iPad Mini 2,69.99,0,"1,44E+11",69.99,69.99003
4854,REP0263,Wi-Fi antenna repair iPhone 4,Repair service including parts and labor for iPhone 4,399.905,0,"1,44E+11",39.99,39.99
4855,REP0268,Wi-Fi antenna repair iPhone 4S,Repair service including parts and labor for iPhone 4s,399.905,0,"1,44E+11",39.99,39.99
4856,REP0311,Wi-Fi antenna repair iPhone 6 Plus,Repair service including parts and labor for iPhone 6 Plus,599.906,0,"1,44E+11",59.99,59.99
4857,REP0380,iPad Mini 3 battery repair,Repair service including parts and labor for iPad Mini 3,69.99,0,"1,44E+11",69.99,69.99003
4858,REP0348,Wi-Fi antenna repair iPad 4,Repair service including parts and labor for iPad 4,69.99,0,"1,44E+11",69.99,69.99003
4859,REP0356,Wi-Fi antenna repair iPad Air,Repair service including parts and labor for iPad Air,699.899,0,"1,44E+11",79.99,79.99
4860,REP0375,Wi-Fi Antenna Repair iPad Mini 2,Repair service including parts and labor for iPad Mini 2,799.895,0,"1,44E+11",79.99,79.99
4861,REP0361,Repair Touch Screen iPad mini,Repair service including parts and labor for iPad mini,109.989,0,"1,44E+11",109.99,109.99
4862,REP0359,Repair Touch Screen iPad Air 2,Repair Service includes parts and labor iPad Air 2,2.999.832,0,"1,44E+11",249.99,249.99
4863,REP0339,Repair Touch Screen iPad 4,Repair service including parts and labor for iPad 4,99.9,0,"1,44E+11",99.9,99.90002
4864,REP0368,Touch Screen Repair iPad Mini 2,Repair service including parts and labor for iPad Mini 2,109.99,0,"1,44E+11",129.99,129.99
4865,REP0209,iPad 2 Touch Screen Repair,Repair service including parts and labor for iPad 2,999.899,0,"1,44E+11",99.99,99.99
4866,REP0274,Home button repair iPhone 5s,Repair service including parts and labor for iPhone 5s,599.906,0,"1,44E+11",59.99,59.99
4867,REP0303,Home button repair iPhone 6 Plus,Repair service including parts and labor for iPhone 6 Plus,69.99,0,"1,44E+11",69.99,69.99003
4868,REP0316,iPhone Home button repair 6s,Repair service including parts and labor for iPhone 6s,699.899,0,"1,44E+11",79.99,79.99
4869,REP0351,Bóton Home Repair iPad Air,Repair service including parts and labor for iPad Air,699.899,0,"1,44E+11",79.99,79.99
4870,REP0283,Speaker lower repair iPhone 5s,Repair service including parts and labor for iPhone 5s,399.893,0,"1,44E+11",49.99,49.99
4871,REP0312,Repair iPhone 6 Plus Speaker lower,Repair service including parts and labor for iPhone 6 Plus,499.899,0,"1,44E+11",59.99,59.99
4872,REP0322,Speaker iPhone 6s lower repair,Repair service including parts and labor for iPhone 6s,59.99,0,"1,44E+11",69.99,69.99
4873,REP0330,Repair iPhone 6s Plus Speaker lower,Repair service including parts and labor for iPhone 6s Plus,59.99,0,"1,44E+11",69.99,69.99
4874,QNA0216,QNAP NAS server TS-453Bmini | 4GB RAM | 4-bay | HDMI 4K,NAS with HDMI 4K (3840x2160) output 4-core processor for home and small business Mac and PC,470.99,0,12175397,519.99,519.99
4875,PAC2179,Pack Qnap TS-453b mini 4G NAS server 8TB (4x2TB) Seagate Iron Wolf,NAS with HDMI 4K (3840x2160) output 4-core processor for home and small businesses with 4GB of RAM and 8TB Mac and PC,7.783.676,0,12175397,854.37,854.37
4876,PAC2180,Pack Qnap TS-453b mini 4G NAS server 12TB (4x3TB) Seagate Iron Wolf,NAS with HDMI 4K (3840x2160) output 4-core processor for home and small businesses with 4GB of RAM and 12TB Mac and PC,8.543.677,0,12175397,884.37,884.37
4877,PAC2181,Pack Qnap TS-453b mini 4G NAS server 16TB (4x4TB) Seagate Iron Wolf,NAS with HDMI 4K (3840x2160) output 4-core processor for home and small businesses with 4GB of RAM and 16TB Mac and PC,9.233.679,0,12175397,972.37,972.37
4878,PAC2184,Pack Qnap TS-453b mini 4G NAS server 40TB (4x10TB) Seagate Iron Wolf,NAS with HDMI 4K (3840x2160) output 4-core processor for home and small businesses with 4GB of RAM and 40TB Mac and PC,15.713.677,0,12175397,1746.37,1746.37
4879,PAC2185,Pack Qnap TS-453b mini 4G NAS server 8TB (4x2TB) WD Red,NAS with HDMI 4K (3840x2160) output 4-core processor for home and small businesses with 4GB of RAM and 8TB Mac and PC,793.368,0,12175397,842.37,842.37
4880,PAC2186,Pack Qnap TS-453b mini 4G NAS server 12TB (4x3TB) WD Red,NAS with HDMI 4K (3840x2160) output 4-core processor for home and small businesses with 4GB of RAM and 12TB Mac and PC,8.793.675,0,12175397,924.12,924.12
4881,PAC2187,Pack Qnap TS-453b mini 4G NAS server 16TB (4x4TB) WD Red,NAS with HDMI 4K (3840x2160) output 4-core processor for home and small businesses with 4GB of RAM and 16TB Mac and PC,9.753.677,0,12175397,1095.37,1095.37
4882,PAC2189,Pack Qnap TS-453b mini 4G NAS server 32TB (4x8TB) WD Red,NAS with HDMI 4K (3840x2160) 4-core processor for home and small businesses with 4GB of RAM and 32TB Mac and PC output,14.313.683,0,12175397,1603.37,1603.37
4883,REP0337,Repair Speaker lower iPad 3,Repair service including parts and labor for iPad 3,69.99,0,"1,44E+11",69.99,69.99003
4884,REP0357,Speaker repair inside iPad Air,Repair service including parts and labor for iPad Air,699.899,0,12051714,75.99,75.99
4885,REP0279,Headphone Input repair iPhone 5s,Repair service including parts and labor for iPhone 5s,499.899,0,"1,44E+11",47.49,47.49
4886,REP0299,Earphones jack repair iPhone 6,Repair service including parts and labor for iPhone 6,599.906,0,"1,44E+11",59.99,59.99
4887,REP0308,Earphones jack repair iPhone 6 Plus,Repair service including parts and labor for iPhone 6 Plus,599.906,0,"1,44E+11",59.99,59.99
4888,REP0320,Repair iPhone 6S Headphone Input,Repair service including parts and labor for iPhone 6s,69.99,0,"1,44E+11",69.99,69.99003
4889,REP0328,Headphone Input repair iPhone 6s Plus,Repair service including parts and labor for iPhone 6s Plus,69.99,0,"1,44E+11",69.99,69.99003
4890,REP0347,Headphone Input repair iPad 4,Repair service including parts and labor for iPad 4,69.99,0,"1,44E+11",69.99,69.99003
4891,REP0355,Repair iPad Air Headphone Input,Repair service including parts and labor for iPad Air,699.899,0,"1,44E+11",79.99,79.99
4892,REP0374,Repair iPad Mini 2 Headphone Input,Repair service including parts and labor for iPad Mini 2,799.895,0,"1,44E+11",79.99,79.99
4893,REP0335,Repair iPad 3 Headphone Input,Repair service including parts and labor for iPad 3,69.99,0,"1,44E+11",69.99,69.99003
4894,BEL0286-A,Open - Air Protect SheerForce Case Belkin iPhone 6 / 6S Plata,Cover with compact design and wear resistant material and UV iPhone 6 / 6s,104.825,0,1298,10.48,10.48
4895,BEL0273-A,Open - Air Protect SheerForce Case Belkin iPhone 8/7 Plus Rose Gold,Case technology against impact and wear resistant material and ultraviolet for iPhone 8/7 Plus,132.183,0,11865403,13.22,13.22
4896,TUC0251-A,"Open - Tucano Nido Hard-Shell Case MacBook Pro Retina 13 ""Transparent",rigid and slicked with rubber feet for MacBook Retina 13 inch casing.,198.949,0,1298,19.89,19.89
4897,SHE0032-A,Open - SwitchEasy CoverBuddy iPad Case Pro Black TraslÌ¼cido,Protective casing with holder Pen for iPad Pro.,186.276,0,1298,18.63,18.63
4898,ADN0040-A,Open - Adonith Snap Pointer Black Bluetooth,Egonómico pointer lightweight design magnet for iPhone,279.574,0,1298,27.96,27.96
4899,IOT0015-A,Open - iOttie Active Edge Support iPhone Electric Bicycle Lima,Bike mount and bars up to 3 cm for iPhone,258.876,0,1298,25.89,25.89
4900,IFX0048-A,"Open - Hard Drive Bracket cable without iFixit MacBook Pro 13 ""(Model A1278 Mid 2009 / Mid 2010)",SATA hard drive cable without bracket for MacBook Pro 13 (Model A1278 Mid 2009 / Mid 2010),341.985,0,1298,34.2,34.2
4901,SEA0097-A,"Open - Seagate Barracuda 1TB Hard Drive 25 ""7mm",Internal Hard Drive 1TB 7mm and 25 for Mac and PC,490.765,0,1298,55.05,55.05
4902,OWC0009-A,"Open - expansion Kit SSD OWC Aura Pro 6G 120GB MacBook Air 11 ""and 13"" 2010 to 2011",120GB SSD expansion for MacBook Air 11-inch and 13-inch Late 2010 to Mid 2011 Kit tools,1.253.342,0,1298,116.76,116.76
4903,LAC0192-A,Open - LaCie Porsche Design Mobile Drive 2TB USB 3.0 Hard Drive,Refurbished 2TB external hard drive with USB3.0 connection for Mac and PC,830.997,0,11935397,99.19,99.19
4904,OWC0212-A,"Open - expansion Kit SSD OWC Aura Pro 6G 120GB MacBook Air 11 ""and 13"" 2012",120GB SSD expansion for MacBook Air 11-inch and 13-inch 2012 with Tools Kit,1.185.769,0,1298,99.97,99.97
4905,SEA0103-A,Open - Seagate 3TB HDD Nas IronWolf Sata 3,refurbished hard drive designed for NAS systems with interface SATA 6Gb / s and rotation speed 5900Rpm for Mac and PC,889.887,0,12655397,114.99,114.99
4906,QNA0162-A,Open - QNAP TS-228 NAS server Mac and PC,2-bay NAS server for small businesses and home PC and Mac.,1.409.892,0,1298,137.55,137.55
4907,KIN0086-A,Open - Kingston V300 SSD Disk 480GB,SSD 480GB SATA Hard Drive Mac and PC III,1.630.233,0,1298,146.33,146.33
